page	ayah	ar	en	bn	surah	root
133	51	يَتَّقُونَ	(become) righteous	তাকওয়া অবলম্বন করে	6	وقي
133	52	وَلَا	And (do) not	এবং না	6	لا
133	52	تَطۡرُدِ	send away	তাড়িয়ে দিও	6	طرد
133	52	ٱلَّذِينَ	those who	(তাদেরকে) যারা	6	اللذ
133	52	يَدۡعُونَ	call	ডাকে	6	دعو
133	52	رَبَّهُم	their Lord	তাদের রবকে	6	ربب
133	52	بِٱلۡغَدَوٰةِ	in the morning	বেলায় সকাল	6	غدو
133	52	وَٱلۡعَشِيِّ	and the evening	ও সন্ধ্যায়	6	عشي
133	52	يُرِيدُونَ	desiring	তারা চায়	6	رود
133	52	وَجۡهَهُۥۖ	His Countenance	সন্তুষ্টি তাঁর	6	وجه
133	52	مَا	Not	নেই	6	ما
133	52	عَلَيۡكَ	(is) on you	উপর তোমার	6	علي
133	52	مِنۡ	of	থেকে	6	من
133	52	حِسَابِهِم	their account	হিসাব তাদের (দেয়ার দায়িত্ব)	6	حسب
133	52	مِّن	[of]	কোনো	6	من
133	52	شَيۡءٖ	anything	কিছুই	6	شيا
133	52	وَمَا	and not	এবং না (আছে)	6	ما
133	52	مِنۡ	from	থেকে	6	من
133	52	حِسَابِكَ	your account	তোমার হিসাব	6	حسب
133	52	عَلَيۡهِم	on them	উপর তাদের	6	علي
133	52	مِّن	[of]	কোনো	6	من
133	52	شَيۡءٖ	anything	কিছুই	6	شيا
133	52	فَتَطۡرُدَهُمۡ	So were you to send them away	অতএব তুমি তাড়িয়ে দিলে তাদেরকে	6	طرد
133	52	فَتَكُونَ	then you would be	তবে হবে তুমি	6	كون
133	52	مِنَ	of	অন্তর্ভুক্ত	6	من
133	52	ٱلظَّٰلِمِينَ	the wrongdoers	সীমালঙ্ঘনকারীদের	6	ظلم
134	53	وَكَذَٰلِكَ	And thus	এবং এভাবে	6	ذلك
134	53	فَتَنَّا	We try	পরীক্ষা করেছি আমরা	6	فتن
134	53	بَعۡضَهُم	some of them	কাউকে তাদের	6	بعض
134	53	بِبَعۡضٖ	with others	দিয়ে (অন্য) কাউকে	6	بعض
134	53	لِّيَقُولُوٓاْ	that they say	যেন তারা বলে	6	قول
134	53	أَهَٰٓؤُلَآءِ	Are these	"""কি এসব লোকদের"	6	اولا
134	53	مَنَّ	(whom has been) favored	অনুগ্রহ করেছেন	6	من
134	53	ٱللَّهُ	(by) Allah	আল্লাহ	6	اله
134	53	عَلَيۡهِم	[upon them]	উপর তাদের	6	علي
134	53	مِّنۢ	from	হতে	6	من
134	53	بَيۡنِنَآۗ	among us?	"মধ্যে আমাদের"""	6	بين
134	53	أَلَيۡسَ	is not	নন কি	6	ليس
134	53	ٱللَّهُ	Allah	আল্লাহ	6	اله
134	53	بِأَعۡلَمَ	most knowing	অধিক অবহিত	6	علم
134	53	بِٱلشَّٰكِرِينَ	of those who are grateful?	সম্পর্কে কৃতজ্ঞদের	6	شكر
134	54	وَإِذَا	And when	এবং যখন	6	اذا
134	54	جَآءَكَ	come to you	তোমার কাছে আসে	6	جيا
134	54	ٱلَّذِينَ	those who	(তারা) যারা	6	اللذ
134	54	يُؤۡمِنُونَ	believe	ঈমান এনেছে	6	امن
134	54	بِـَٔايَٰتِنَا	in Our Verses	উপর  নিদর্শনগুলোর আমাদের	6	ايا
134	54	فَقُلۡ	then say	তখন বলো	6	قول
134	54	سَلَٰمٌ	Peace	"""শান্তি (বর্ষিত হোক)"	6	سلم
134	54	عَلَيۡكُمۡۖ	(be) upon you	উপর তোমাদের	6	علي
134	54	كَتَبَ	(Has) Prescribed	নির্ধারিত করে নিয়েছেন	6	كتب
134	54	رَبُّكُمۡ	your Lord	রব তোমাদের	6	ربب
134	54	عَلَىٰ	upon	উপর	6	علي
134	54	نَفۡسِهِ	Himself	নিজের তাঁর	6	نفس
134	54	ٱلرَّحۡمَةَ	the Mercy	দয়া করা	6	رحم
134	54	أَنَّهُۥ	that he	এমন যে তা	6	انن
134	54	مَنۡ	who	কেউ	6	من
134	54	عَمِلَ	does	কাজ করে বসে	6	عمل
134	54	مِنكُمۡ	among you	মধ্য থেকে তোমাদের	6	من
134	54	سُوٓءَۢا	evil	মন্দ	6	سوا
134	54	بِجَهَٰلَةٖ	in ignorance	কারণে অজ্ঞতার	6	جهل
134	54	ثُمَّ	then	এরপর	6	ثمم
134	54	تَابَ	repents	তওবা করে	6	توب
134	54	مِنۢ	from	থেকে	6	من
134	54	بَعۡدِهِۦ	after it	তারপর	6	بعد
134	54	وَأَصۡلَحَ	and reforms	ও সংশোধিত হয়	6	صلح
134	54	فَأَنَّهُۥ	then indeed He	তবে বাস্তবিকই তিনি	6	انن
134	54	غَفُورٞ	(is) OftForgiving	ক্ষমাশীল	6	غفر
134	54	رَّحِيمٞ	Most Merciful	"পরম দয়ালু"""	6	رحم
134	55	وَكَذَٰلِكَ	And thus	এবং এভাবে	6	ذلك
134	55	نُفَصِّلُ	We explain	বিস্তারিত বর্ণনা করি আমরা	6	فصل
134	55	ٱلۡأٓيَٰتِ	the Verses	নিদর্শনগুলোকে	6	ايا
134	55	وَلِتَسۡتَبِينَ	so that becomes manifest	এবং যেন সুস্পষ্ট প্রকাশ হয়	6	بين
134	55	سَبِيلُ	(the) way	পথ	6	سبل
134	55	ٱلۡمُجۡرِمِينَ	(of) the criminals	অপরাধীদের	6	جرم
134	56	قُلۡ	Say	বলো	6	قول
134	56	إِنِّي	Indeed I	"""নিশ্চয়ই আমাকে"	6	انن
134	56	نُهِيتُ	[I] am forbidden	আমাকে নিষেধ করা হয়েছে	6	نهي
134	56	أَنۡ	that	যে	6	ان
134	56	أَعۡبُدَ	I worship	(যেন না) আমি ইবাদাত করি	6	عبد
134	56	ٱلَّذِينَ	those whom	(তাদেরকে) যাদের	6	اللذ
134	56	تَدۡعُونَ	you call	তোমরা ডাকো	6	دعو
134	56	مِن	from	"দিয়ে"""	6	من
134	56	دُونِ	besides	"বাদ"""	6	دون
134	56	ٱللَّهِۚ	Allah	"আল্লাহ"""	6	اله
134	56	قُل	Say	বলো	6	قول
134	56	لَّآ	Not	"""না"	6	لا
134	56	أَتَّبِعُ	I follow	অনুসরণ করি আমি	6	تبع
134	56	أَهۡوَآءَكُمۡ	your (vain) desires	খেয়ালখুশির তোমাদের	6	هوي
134	56	قَدۡ	certainly	নিশ্চয়ই	6	قد
134	56	ضَلَلۡتُ	I would go astray	আমি পথভ্রষ্ট হবো	6	ضلل
134	56	إِذٗا	then	তাহলে	6	اذا
134	56	وَمَآ	and not	এবং না (হবো)	6	ما
134	56	أَنَا۠	I (would be)	আমি	6	انا
134	56	مِنَ	from	অন্তর্ভুক্ত	6	من
134	56	ٱلۡمُهۡتَدِينَ	the guidedones	"সঠিক পথপ্রাপ্তদের"""	6	هدي
134	57	قُلۡ	Say	বলো	6	قول
134	57	إِنِّي	Indeed I (am)	"""নিশ্চয়ই আমি"	6	انن
134	57	عَلَىٰ	on	উপর	6	علي
134	57	بَيِّنَةٖ	clear proof	স্পষ্ট প্রমাণের (প্রতিষ্ঠিত)	6	بين
134	57	مِّن	from	পক্ষ হতে	6	من
134	57	رَّبِّي	my Lord	আমার রবের	6	ربب
134	57	وَكَذَّبۡتُم	while you deny	অথচ মিথ্যারোপ করছো তোমরা	6	كذب
134	57	بِهِۦۚ	[with] it	প্রতি তাঁর	6	ب
134	57	مَا	Not	নেই	6	ما
134	57	عِندِي	I have	কাছে আমার	6	عند
134	57	مَا	what	যা	6	ما
134	57	تَسۡتَعۡجِلُونَ	you seek to hasten	তোমরা শীঘ্র চাচ্ছো	6	عجل
134	57	بِهِۦٓۚ	of it	বিষয় সে	6	ب
134	57	إِنِ	Not	নেই	6	ان
134	57	ٱلۡحُكۡمُ	(is) the decision	নির্দেশ দেয়ার ক্ষমতা	6	حكم
134	57	إِلَّا	except	ছাড়্	6	اللا
134	57	لِلَّهِۖ	for Allah	আল্লাহ	6	اله
134	57	يَقُصُّ	He relates	তিনি বর্ণনা করেন	6	قصص
134	57	ٱلۡحَقَّۖ	the truth	সত্যকে	6	حقق
134	57	وَهُوَ	and He	এবং তিনিই	6	هو
134	57	خَيۡرُ	(is the) best	উত্তম	6	خير
134	57	ٱلۡفَٰصِلِينَ	(of) the Deciders	"মীমাংসাকারী"""	6	فصل
134	58	قُل	Say	বলো	6	قول
134	58	لَّوۡ	If	"""যদি"	6	لو
134	58	أَنَّ	that	নিশ্চিত (থাকতো)	6	انن
134	58	عِندِي	(were) with me	কাছে আমার	6	عند
134	58	مَا	what	যা	6	ما
134	58	تَسۡتَعۡجِلُونَ	you seek to hasten	তোমরা শীঘ্র চাচ্ছ	6	عجل
134	58	بِهِۦ	of it	বিষয় সে	6	ب
134	58	لَقُضِيَ	surely would have been decided	অবশ্যই মীমাংসা (তাহলে) হয়ে যেতো	6	قضي
134	58	ٱلۡأَمۡرُ	the matter	ব্যাপারটির	6	امر
134	58	بَيۡنِي	between me	মাঝে আমার	6	بين
134	58	وَبَيۡنَكُمۡۗ	and between you	ও মাঝে তোমাদের	6	بين
134	58	وَٱللَّهُ	And Allah	এবং আল্লাহই	6	اله
134	58	أَعۡلَمُ	(is) most knowing	খুব অবগত	6	علم
134	58	بِٱلظَّٰلِمِينَ	of the wrongdoers	সম্বন্ধে সীমালঙ্ঘনকারীদের	6	ظلم
134	59	۞وَعِندَهُۥ	And with Him	এবং কাছে তাঁর(আছে)	6	عند
134	59	مَفَاتِحُ	(are the) keys	চাবিসমূহ	6	فتح
134	59	ٱلۡغَيۡبِ	(of) the unseen	অদৃশ্যের	6	غيب
134	59	لَا	no (one)	না	6	لا
134	59	يَعۡلَمُهَآ	knows them	জানে কেউ ত্	6	علم
134	59	إِلَّا	except	ছাড়া	6	اللا
134	59	هُوَۚ	Him	তিনি	6	هو
134	59	وَيَعۡلَمُ	And He knows	এবং তিনি জানেন	6	علم
134	59	مَا	what	যা কিছু	6	ما
134	59	فِي	(is) in	মধ্যে (আছে)	6	في
134	59	ٱلۡبَرِّ	the land	স্থলভাগের	6	برر
134	59	وَٱلۡبَحۡرِۚ	and in the sea	ও জলভাগে	6	بحر
134	59	وَمَا	And not	এবং না	6	ما
134	59	تَسۡقُطُ	falls	পড়ে	6	سقط
134	59	مِن	of	কোন	6	من
134	59	وَرَقَةٍ	any leaf	পাতা	6	ورق
134	59	إِلَّا	but	এ ছাড়া যে	6	اللا
134	59	يَعۡلَمُهَا	He knows it	জানেন তিনি তা	6	علم
134	59	وَلَا	And not	এবং না	6	لا
134	59	حَبَّةٖ	a grain	কোনো শস্যকণা	6	حبب
134	59	فِي	in	মধ্যে (আছে)	6	في
134	59	ظُلُمَٰتِ	the darkness[es]	অন্ধকারের	6	ظلم
134	59	ٱلۡأَرۡضِ	(of) the earth	মাটির	6	ارض
134	59	وَلَا	and not	এবং না	6	لا
134	59	رَطۡبٖ	moist	আর্দ্র	6	رطب
134	59	وَلَا	and not	আর না	6	لا
134	59	يَابِسٍ	dry	শুষ্ক	6	يبس
134	59	إِلَّا	but	এ ছাড়া যে	6	اللا
134	59	فِي	(is) in	মধ্যে (আছে)	6	في
134	59	كِتَٰبٖ	a Record	এক কিতাবের	6	كتب
134	59	مُّبِينٖ	Clear	সুস্পষ্টভাবে (লিখিত)	6	بين
135	60	وَهُوَ	And He	এবং তিনিই  (আল্লাহ)	6	هو
135	60	ٱلَّذِي	(is) the One Who	যিনি	6	اللذ
135	60	يَتَوَفَّىٰكُم	takes your (soul)	মৃত্যু(অর্থাৎ নিদ্রা)দেন তোমাদের	6	وفي
135	60	بِٱلَّيۡلِ	by the night	বেলায় রাতের	6	ليل
135	60	وَيَعۡلَمُ	and He knows	ও তিনি জানেন	6	علم
135	60	مَا	what	যা কিছু	6	ما
135	60	جَرَحۡتُم	you committed	অর্জন করো তোমরা	6	جرح
135	60	بِٱلنَّهَارِ	by the day	বেলায় দিনের	6	نهر
135	60	ثُمَّ	Then	এরপর	6	ثمم
135	60	يَبۡعَثُكُمۡ	He raises you up	জাগান তোমাদের	6	بعث
135	60	فِيهِ	therein	মধ্যে তার	6	في
135	60	لِيُقۡضَىٰٓ	so that is fulfilled	যেন পূর্ণ হয়	6	قضي
135	60	أَجَلٞ	(the) term	একটি মেয়াদ	6	اجل
135	60	مُّسَمّٗىۖ	specified	নির্দিষ্ট (অর্থাৎ জীবনকাল)	6	سمو
135	60	ثُمَّ	Then	এরপর	6	ثمم
135	60	إِلَيۡهِ	to Him	দিকে তাঁরই	6	الي
135	60	مَرۡجِعُكُمۡ	will be your return	প্রত্যাবর্তন হবে তোমাদের	6	رجع
135	60	ثُمَّ	then	এরপর	6	ثمم
135	60	يُنَبِّئُكُم	He will inform you	তিনি জানিয়ে দিবেন তোমাদের	6	نبا
135	60	بِمَا	about what	ঐ বিষয়ে যা	6	بما
135	60	كُنتُمۡ	you used to	তোমরা ছিলে	6	كون
135	60	تَعۡمَلُونَ	do	তোমরা কাজ করতে	6	عمل
135	61	وَهُوَ	And He	এবং তিনিই	6	هو
135	61	ٱلۡقَاهِرُ	(is) the Subjugator	পরাক্রমশালী	6	قهر
135	61	فَوۡقَ	over	উপর	6	فوق
135	61	عِبَادِهِۦۖ	His slaves	দাসদের তাঁর	6	عبد
135	61	وَيُرۡسِلُ	and He sends	এবং পাঠান	6	رسل
135	61	عَلَيۡكُمۡ	over you	প্রতি তোমাদের	6	علي
135	61	حَفَظَةً	guardians	তত্ত্বাবধায়ক	6	حفظ
135	61	حَتَّىٰٓ	until	এমনকি	6	حتتي
135	61	إِذَا	when	যখন	6	اذا
135	61	جَآءَ	comes	আসে	6	جيا
135	61	أَحَدَكُمُ	(to) anyone of you	কারও তোমাদের	6	احد
135	61	ٱلۡمَوۡتُ	the death	মৃত্যু	6	موت
135	61	تَوَفَّتۡهُ	take him	মৃত্যু ঘটায় তার	6	وفي
135	61	رُسُلُنَا	Our messengers	আমাদের প্রেরিত (ফেরেশতাগণ)	6	رسل
135	61	وَهُمۡ	and they	এমতাবস্হায় যে তারা	6	هم
135	61	لَا	(do) not	না	6	لا
135	61	يُفَرِّطُونَ	fail	ভুল করে	6	فرط
135	62	ثُمَّ	Then	এরপর	6	ثمم
135	62	رُدُّوٓاْ	they are returned	তাদেরকে আনা হবে	6	ردد
135	62	إِلَى	to	দিকে	6	لا
135	62	ٱللَّهِ	Allah	আল্লাহর	6	اله
135	62	مَوۡلَىٰهُمُ	their Protector 	(যিনি) তাদের মালিক	6	ولي
135	62	ٱلۡحَقِّۚ	[the] True	প্রকৃত	6	حقق
135	62	أَلَا	Unquestionably	সাবধান	6	لا
135	62	لَهُ	for Him	জন্যে তাঁরই	6	ل
135	62	ٱلۡحُكۡمُ	(is) the judgment?	নির্দেশ দেয়ার ক্ষমতা	6	حكم
135	62	وَهُوَ	And He	এবং তিনিই	6	هو
135	62	أَسۡرَعُ	(is) swiftest	দ্রুততর	6	سرع
135	62	ٱلۡحَٰسِبِينَ	(of) the Reckoners	হিসাব গ্রহণকারীদের (মধ্যে)	6	حسب
135	63	قُلۡ	Say	(হে নাবী) বলো	6	قول
135	63	مَن	Who	"""কে"	6	من
135	63	يُنَجِّيكُم	saves you	উদ্ধার করেন তোমাদের	6	نجو
135	63	مِّن	from	হতে	6	من
135	63	ظُلُمَٰتِ	darkness[es]	অন্ধকারসমূহ	6	ظلم
135	63	ٱلۡبَرِّ	(of) the land	স্হলভাগের	6	برر
135	63	وَٱلۡبَحۡرِ	and the sea	ও জলভাগের	6	بحر
